index	name	station	fc	amplitude	type	basin	wtype	magnitude	depth	latitude	longitude	azimuth	slatitude	slongitude	PGAtoth	PGAtotv	PGVtoth	PGVtotv	PGDtoth	PGDtotv	RMSh	RMSv	CAVh	CAVv	Ecumh	Ecumv	t_5_95h_1	t_5_95h_2	t_5_95v_1	t_5_95v_2	Tdh	Tdv	ariash	ariasv	PredPSa_h	PredPeriod_h	SI_h	PredPSa_v	SI_v	PredPSa_hw	PredPeriod_hw	SI_hw	PredPSa_vw	PredPeriod_vw	SI_vw	Tmh	Fmh	Tmv	Fmv	Peak Period controlled by	PSa difference	SI difference
11170	Tohoku	KNG003	0.33	1.88	Pro	Kanto	Rayleigh	9	24	38.1	142.86	1.167	35.27	139.66	25.63195689	14.00321378	9.080470267	5.352265867	13.02892032	9.1946324	2.568157086	1.593356939	631.9409811	408.2785483	3558.564698	1369.802167	198	319.05	193.5	324.3	121.2	130.95	569.8043177	219.3353937	77.26192198	0.66	123.0089571	42.60673891	70.08210952	98.12833924	1.91	154.2721252	49.38882125	1.52	84.98409883	1.341661196	1.093644739	1.353341007	1.057342145	Surface	20.86641727	1.25415359
11171	Tohoku	KNG003	0.33	1.88	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.308	35.27	139.66	25.63195689	14.00321378	9.080470267	5.352265867	13.02892032	9.1946324	2.568157086	1.593356939	631.9409811	408.2785483	3558.564698	1369.802167	198	319.05	193.5	324.3	121.2	130.95	569.8043177	219.3353937	77.26192198	0.66	123.0089571	42.60673891	70.08210952	98.12833924	1.91	154.2721252	49.38882125	1.52	84.98409883	1.341661196	1.093644739	1.353341007	1.057342145	Surface	20.86641727	1.25415359
11188	2011_04_11	SIT003	0.21	0.44	Pro	Kanto	Rayleigh	5.9	11	36.97	140.63	4.018	36.07	139.7	25.89533067	7.615094222	6.165283333	1.634054267	2.15134244	0.73898474	2.939395247	0.975942375	641.6591925	216.4524271	4661.735967	513.9016918	157.35	254.85	154.8	249.6	97.65	94.95	746.4462521	82.28694086	98.19505858	1.17	139.0697758	32.20228886	37.98767257	98.34399054	1.18	147.4739165	32.66262395	0.79	41.76131912	1.12910497	1.191171699	1.038739304	1.30973821	Body	0.14893196	1.060431108
11148	1999_10_16	13122	0.27	0.18	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.101	33.87	117.71	25.91176072	5.802401288	5.852245503	1.140169837	6.90694736	0.48278276	2.512306019	0.702566566	161.9790584	58.88939258	1240.245446	96.99235853	82.16666667	103	66.5	111.3333333	21	45	198.5905189	15.53060556	111.605903	0.55	86.30477002	19.04959941	25.5545925	111.1139316	0.55	95.47632112	20.52435737	1.02	27.58297745	0.873421458	1.583831929	1.142538872	1.25573448	Body	-0.491971435	1.106269342
11208	2007_07_16	SIT003	0.27	0.28	Ret	Kanto	Rayleigh	6.8	17	37.56	138.61	1.766	36.07	139.7	26.009348	5.536452889	5.911478067	1.847415467	4.2811311	1.13542544	2.642034883	0.739932936	559.8284281	171.6625238	3766.246937	295.4040291	161.1	244.05	154.35	254.1	83.1	99.9	603.0588026	47.3006691	146.7880053	1.21	133.4912371	27.79414778	32.17273054	150.3129608	1.21	136.3918691	28.17369564	1.02	32.51501235	1.381534204	0.808194476	1.479987454	0.877932293	Body	3.524955471	1.021729007
11115	1992_06_28	24436	0.23	0.35	Ret	Los_Angeles	Rayleigh	7.3	1.1	34.22	-116.43	5.679	34.16	118.53	26.04938728	16.22155687	5.99548284	1.829741483	4.72854355	0.90527268	4.037760389	1.673607403	343.694148	142.3816108	3252.550103	558.7918784	68.83333333	112.6666667	68.33333333	108.6666667	44.00000001	40.50000001	520.804664	89.47484507	138.1444382	0.61	113.561443	48.83081405	45.79153172	137.842345	0.61	123.7951237	49.01394671	0.53	48.37947786	0.837766793	1.43038155	0.799007411	1.464429933	Body	-0.302093191	1.090115804
11199	2011_03_11	CHB002	0.15	1.02	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	3.899	35.79	139.9	26.25128844	14.39443556	7.124149333	2.631741067	6.52209575	1.68907937	3.039480301	1.496396098	663.0993653	360.8164823	3875.987713	939.4568973	102.75	257.55	100.05	307.35	154.95	207.45	620.6307097	150.4276701	90.28193661	1.46	128.2657317	41.45756515	54.29012366	94.22414274	1.45	142.3950487	44.5096822	0.98	61.3453778	1.317812359	1.112083729	1.396572319	1.17853673	Body	3.942206127	1.110156602
11541	Tohoku	GNM014	0.17	0.59	Pro	Kanto	Rayleigh	9	24	38.1	142.86	4.644	36.35	138.72	26.66722222	16.543136	5.524273933	3.789144333	7.9501112	6.63145537	2.698344689	1.944130493	615.9748232	454.0966013	3928.498115	2039.306582	192.6	286.05	192.15	287.4	93.6	95.4	629.0387777	326.5377461	101.3509066	0.98	113.121164	71.23929002	72.7154724	102.6396928	0.98	119.6140082	70.7921499	0.77	76.28285876	1.015055384	1.206770636	0.859611673	1.389995211	Body	1.288786197	1.057397254
11542	Tohoku	GNM014	0.17	0.59	Ret	Kanto	Rayleigh	9	24	38.1	142.86	1.502	36.35	138.72	26.66722222	16.543136	5.524273933	3.789144333	7.9501112	6.63145537	2.698344689	1.944130493	615.9748232	454.0966013	3928.498115	2039.306582	192.6	286.05	192.15	287.4	93.6	95.4	629.0387777	326.5377461	101.3509066	0.98	113.121164	71.23929002	72.7154724	102.6396928	0.98	119.6140082	70.7921499	0.77	76.28285876	1.015055384	1.206770636	0.859611673	1.389995211	Body	1.288786197	1.057397254
11168	1999_10_16	13894	0.19	0.34	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.718	33.79	117.92	26.80790149	5.159623114	10.64988351	2.278151594	10.60452802	1.3966811	3.338475603	1.06073406	333.4211449	115.8499467	2401.837919	242.4712835	82.16666667	126.6666667	65.66666667	132.5	44.66666667	67	384.5869704	38.82497467	80.47061636	0.61	106.318867	21.34530737	30.71612305	92.74434158	1.2	115.0182719	27.95996717	1.85	37.8666405	1.357187871	1.149142812	2.100616561	0.721941824	Surface	12.27372523	1.081823717
11673	2011_03_11	TKY005	0.29	0.52	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.593	35.58	139.42	26.95241644	12.49684711	9.295452067	4.243207733	8.07258981	2.77085483	2.336520195	1.332330021	471.8272799	285.1380528	2290.460483	744.7445829	106.2	229.65	100.5	233.1	123.6	132.75	366.7529983	119.2499547	71.85757806	0.5	95.7137511	34.99781891	52.13391599	73.22597758	0.5	103.0307802	36.0097817	0.84	56.99887036	1.145201543	1.318564108	1.492619389	1.060942735	Body	1.368399515	1.076446999
11288	2004_10_23	SIT003	0.17	0.58	Pro	Kanto	Rayleigh	6.8	13	37.29	138.87	2.526	36.07	139.7	27.00140311	7.916318667	5.7740394	1.3238556	2.62879085	0.64330949	2.856381916	0.787368801	670.3236053	191.6921574	4394.800992	333.9358677	157.95	303.75	155.25	307.2	145.95	152.1	703.7041036	53.47046222	149.1402061	1.27	146.4472619	27.94103717	31.22871264	147.2410573	1.26	149.9650776	27.49836296	0.49	33.51283117	1.268896154	0.979085747	1.06858356	1.37791145	Body	-1.899148757	1.024021041
11162	1999_10_16	13886	0.22	0.66	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.674	33.79	117.97	27.00424332	5.229325591	15.97992808	2.308797734	12.54627178	1.635252	3.970940203	0.876843288	420.5987966	103.7586838	3555.766626	173.3766145	83.5	134.8333333	65.33333333	145.5	51.5	80.33333334	569.3562849	27.76140156	85.28406103	1.15	119.6928177	15.9532185	24.06221496	85.65727487	1.14	133.7642878	18.37463001	3.66	27.18179732	1.869557266	0.758092452	2.086790895	0.751596845	Surface	0.37321384	1.117563196
11189	1999_10_16	14840	0.24	0.51	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.063	33.95	118	27.23530103	5.50839218	8.969174161	1.943546421	8.58003449	1.23546519	3.030051478	1.026447416	260.9170873	102.9039089	1877.557884	215.4600384	82.5	120.8333333	65.66666667	131.8333333	38.5	66.33333333	300.638229	34.49988143	82.76495633	0.68	120.9607421	26.35607651	30.75780188	93.35201726	1.22	135.1273235	27.98431316	0.93	34.33202415	1.3427873	0.989731377	1.270332795	1.058461133	Surface	10.58706092	1.117117183
11093	Tohoku	CHB025	0.07	4.51	Ret	Kanto	Rayleigh	9	24	38.1	142.86	3.068	34.97	139.95	27.23562444	18.41830622	15.347086	6.861244467	19.83628574	6.88308452	3.269119069	2.003463893	839.8125007	506.6210432	5766.246111	2165.682248	210.15	355.8	202.05	337.2	145.8	135.3	923.3025699	346.773264	98.82983066	2.6	148.2445969	56.22692843	89.35503399	99.54209831	2.6	148.7976238	55.91331394	2.41	89.40084382	1.962373865	0.720059274	1.919333308	0.759297788	Body	0.712267655	1.003730503
11548	2011_03_11	CHB020	0.24	0.54	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	5.258	35.12	140.1	27.26343733	8.413516	6.366799333	2.169207133	4.86930742	1.91842524	3.954440824	1.148801822	636.4712345	203.1648536	5359.788166	452.3428136	96.9	170.85	92.4	202.2	74.1	109.95	858.2197312	72.43001325	136.9840172	0.88	122.4087732	33.3876277	44.65821783	137.676045	0.88	125.3275126	34.32220121	1.36	45.12729965	0.973407438	1.154479918	1.322281695	1.122285816	Body	0.692027834	1.023844201
11464	2011_03_19	IBR019	0.88	0.68	Ret	Kanto	Rayleigh	6.1	5	36.78	140.57	3.641	36.88	140.65	27.51680222	38.14745067	5.373970867	4.608843933	1.29115225	0.99754953	1.65370071	1.45008862	132.9749927	112.3587008	1163.762665	894.8282433	165.3	173.7	164.7	170.25	8.55	5.7	186.343947	143.281643	107.3689027	0.41	96.39712343	117.158741	108.8326405	111.1583324	0.42	127.2224381	135.6255703	0.96	142.0834047	0.598034107	2.192446141	0.86189334	1.341479715	Body	3.789429766	1.319774217
11185	1999_10_16	14830	0.31	0.32	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.213	33.85	118.11	27.99924332	4.342229826	14.071835	1.915022542	16.03639944	2.09805952	4.388897282	0.797358513	499.8532716	97.71589317	4459.25017	147.1832116	78.83333333	137.8333333	73.66666667	151.6666667	59.16666667	78.16666667	714.0238315	23.5672628	91.44102988	1.21	130.8754105	15.08557619	21.82754366	93.83181598	1.21	132.4947199	17.20452766	2.8	24.67063191	1.746715024	0.823284205	2.212379577	0.651816638	Body	2.3907861	1.012372908
11154	1999_10_16	13875	0.22	0.21	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.487	33.78	117.83	28.41180042	7.365656585	11.47428295	2.307976034	7.6548486	1.3694993	2.850308479	1.058219301	193.2280793	88.72522551	1555.79552	214.4470835	83.83333333	104.3333333	65.5	108.6666667	20.66666667	43.33333334	249.117012	34.33768512	85.51326868	2.26	131.1453524	21.45786936	35.14335019	87.79741789	2.26	142.4108669	22.52140997	0.59	38.91358717	1.696183482	0.890863471	1.307149536	1.230510141	Body	2.284149216	1.085900981
11279	2011_03_11	KNG010	0.64	0.46	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.043	35.34	139.35	28.74113156	11.45042756	6.613659733	2.9907076	3.26874428	2.88519718	2.947467816	1.529957421	559.2132679	309.1736404	3644.868537	982.0699321	102.6	195.45	90.3	194.1	93	103.95	583.6234566	157.2509523	121.0979008	1.4	140.7706708	44.4038319	68.01156796	133.5239981	1.39	163.0986495	54.57337761	1.63	79.5266296	1.446382938	0.857164508	1.317131333	0.955842818	Body	12.42609735	1.158612433
11538	2010_04_04	LLS	0.18	0.6	Ret	Los_Angeles	Rayleigh	7.2	10	32.26	-115.29	4.423	33.68	117.94	28.74675449	5.897554324	5.593779908	1.362398673	2.38926626	0.7558428	1.94354378	0.566089003	304.1262527	117.6843117	1597.194776	135.4998026	123.3333333	180.8333333	102.5	240	57.66666667	137.6666667	255.7459417	21.69649259	96.59518973	0.64	108.0034296	24.35056569	29.4156825	99.64800913	0.55	122.0590281	31.92000545	1.78	42.40456561	1.084166378	1.266056854	1.583189152	0.833675493	Body	3.0528194	1.130140298
11093	2011_03_11	TKY014	0.25	0.86	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	4.504	35.69	139.84	28.78653511	9.366751111	8.213053067	2.739953867	5.7976421	1.71676543	3.720744177	1.281370657	630.9210711	222.1303628	5808.223864	688.8636591	286.2	342.45	276.6	335.55	56.4	59.1	930.0241295	110.3021922	118.6814988	1.4	162.7463469	40.43691205	50.54057503	122.6744016	1.01	172.5536524	42.03260158	0.54	55.40449563	1.110807606	1.082552467	0.89042965	1.536968242	Surface	3.992902826	1.060261295
11203	Tohoku	KNG005	0.23	1.51	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.574	35.32	139.55	28.98058133	20.44629733	10.07479187	5.621923067	14.08614767	10.36362508	3.502132693	2.003245556	841.9028717	491.425636	6617.544814	2165.210242	211.5	313.35	202.8	316.8	102	114.15	1059.614178	346.6976855	96.60710232	0.82	165.4066458	72.00585051	100.6677895	97.04963562	1.4	166.2476421	71.90158044	1.21	102.8957861	1.520650205	0.88117249	1.312725681	1.03183668	Surface	0.442533307	1.005084417
11235	1999_10_16	24866	0.37	0.74	Ret	Los_Angeles	Rayleigh	7.1	6	34.6	-116.27	5.548	34.19	118.55	29.0015956	10.61746014	7.203750036	3.236599015	3.05144062	1.10059311	3.494589358	1.611975879	359.9436503	160.4142213	2704.992338	575.5602822	84	138	82.83333333	129.3333333	54.16666667	46.66666667	433.1286472	92.15983457	107.3528422	1.79	137.535895	45.53347584	67.88762089	110.4949994	1.79	147.1053597	56.42446554	1.55	77.85305787	1.511950297	0.817696747	1.620770922	0.766907406	Body	3.142157222	1.069577943
11096	1971_02_09	289	0.13	0.73	Ret	Los_Angeles	Rayleigh	6.6	8.8	34.28	-118.4	1.691	34.02	118.05	29.55265658	9.896150124	5.821977424	3.302325534	4.5211408	1.71044449	3.467714041	1.365360855	247.695738	103.2195899	2142.461456	332.1401353	62.83333333	100.1666667	46.66666667	113.6666667	37.50000001	67.16666667	343.0551055	53.18292605	105.8540003	0.65	113.1494466	30.08730785	44.5220385	106.1400055	0.66	117.3429342	29.82324947	0.71	47.10685206	1.170883259	1.349392557	1.315052056	1.218647281	Body	0.286005163	1.037061495
11183	2011_03_11	KNG007	0.26	0.26	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.773	35.34	139.49	29.59269063	6.973577344	7.91170125	2.406105063	4.56797328	1.63593788	2.814278399	1.165199065	418.0123372	186.8687303	2388.721132	409.4789603	101.12	186.24	89.76	192.96	85.28	103.36	382.486685	65.5665695	95.01172182	0.95	122.988744	27.2879759	44.86319088	96.15664267	0.95	129.58102	27.4565368	1.64	46.42768469	1.797983885	0.723881316	1.532575306	0.907504192	Body	1.14492085	1.053600645
11192	Tohoku	GNM014	0.15	1.14	Pro	Kanto	Rayleigh	9	24	38.1	142.86	2.179	36.35	138.72	29.70016267	16.97965644	6.1141578	3.911537533	7.07394781	6.73987564	2.861394804	1.960352357	647.6205973	455.7350058	4417.608909	2073.480595	193.05	286.65	192.15	287.4	93.75	95.4	707.3561516	332.0097556	97.25211031	1.12	124.7371245	70.52631974	76.47163595	97.57549024	1.11	125.442865	70.7921499	0.77	76.28285876	1.051078283	1.195276639	0.883299069	1.374724127	Body	0.323379934	1.005657822
11193	Tohoku	GNM014	0.15	1.14	Ret	Kanto	Rayleigh	9	24	38.1	142.86	5.321	36.35	138.72	29.70016267	16.97965644	6.1141578	3.911537533	7.07394781	6.73987564	2.861394804	1.960352357	647.6205973	455.7350058	4417.608909	2073.480595	193.05	286.65	192.15	287.4	93.75	95.4	707.3561516	332.0097556	97.25211031	1.12	124.7371245	70.52631974	76.47163595	97.57549024	1.11	125.442865	70.7921499	0.77	76.28285876	1.051078283	1.195276639	0.883299069	1.374724127	Body	0.323379934	1.005657822
11178	2011_03_11	KNG001	0.24	0.9	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.74	35.53	139.71	29.83196311	9.650784444	6.703285467	2.409875933	4.30328142	1.70255565	3.993167251	1.527580664	638.9428499	269.9177351	5226.099835	764.8055047	91.5	187.2	84.9	199.65	95.85	114.9	836.813295	122.4621486	134.1679943	0.87	136.6921073	33.52591022	46.92420966	133.4222376	0.87	156.0445542	34.31998983	0.74	50.85739412	1.057426703	1.227982801	1.125714708	1.539856755	Body	-0.745756664	1.141576916
11154	2011_04_11	TCG001	0.16	0.2	Pro	Kanto	Rayleigh	5.9	11	36.97	140.63	4.334	36.94	140.08	29.86922933	24.49084267	7.822872533	5.552548067	4.90713131	2.55733727	2.619474561	1.643842669	339.2107301	207.0319503	2878.803988	1133.715865	143.7	190.8	144.75	179.1	47.25	34.5	460.9597075	181.5327947	103.019436	0.93	130.5272389	64.03222735	76.97366246	108.7938397	0.93	137.8320706	64.8864742	0.93	80.86835961	0.851773843	1.657288817	0.790419665	1.643889408	Body	5.774403738	1.05596404
11290	Tohoku	GNM014	0.06	0.09	Ret	Kanto	Rayleigh	9	24	38.1	142.86	1.166	36.35	138.72	30.28539378	16.70368178	5.7017872	3.991923	8.09422412	6.81482333	2.704533183	1.974777288	610.2746217	460.8639399	3946.538334	2104.107596	193.8	286.05	192.6	289.8	92.4	97.35	631.9274128	336.9138107	110.6944518	0.98	113.8692866	70.79020643	76.28431489	110.6985171	0.98	113.8780976	70.7921499	0.77	76.28285876	1.065333058	1.179901047	0.900033893	1.365513508	Body	0.004065232	1.000077378
11670	2011_03_11	CHB002	0.24	0.87	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	3.962	35.79	139.9	30.41026356	14.02496089	9.3706354	3.607520533	10.73559428	1.87332866	3.022099112	1.464876173	633.7662475	342.4230188	3831.784991	900.2964873	102.75	250.2	100.05	298.2	147.6	198.3	613.5528836	144.1572289	88.72082168	1.44	131.8246087	44.39365534	54.68621881	93.35015487	1.45	139.6151904	44.5096822	0.98	61.3453778	1.304671936	1.12638805	1.359134282	1.19835842	Surface	4.629333193	1.059098083
11289	2011_03_11	TKY014	0.13	0.4	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.137	35.69	139.84	30.56540311	11.41224267	7.589943933	2.873597867	5.04349372	1.57442344	3.855473135	1.323532569	656.5873207	233.0658037	6236.473597	734.9418716	286.95	345.3	276.9	342.9	58.5	66.15	998.5963118	117.6803254	121.5954894	1	174.0349025	41.53156241	51.90943924	127.0314459	1.39	183.7792963	42.03260158	0.54	55.40449563	1.183757653	1.048129016	0.947250625	1.513769984	Surface	5.435956576	1.055991032
11284	Tohoku	KNG012	0.06	4.24	Ret	Kanto	Rayleigh	9	24	38.1	142.86	4.516	35.38	139.2	30.65347778	21.08012578	7.685001333	7.139318467	6.89595814	7.43142976	2.937589414	1.957519165	635.8992499	408.6911062	4656.009801	2067.491546	196.8	285	197.7	281.1	88.35	83.55	745.5293673	331.0507773	121.6846335	0.88	156.5080633	85.53195117	127.7449457	121.5422465	0.88	156.5749925	85.34874269	2.06	127.7393098	1.226761199	1.102597869	1.631005591	0.833647912	Body	-0.142386987	1.000427641
11287	2011_03_11	KNG013	0.25	1.5	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.198	35.26	139.15	30.78213911	11.75643822	8.463119533	1.993855667	6.56966979	1.29525481	4.172330981	1.607379735	698.6586371	285.8656496	5945.820514	882.4523563	98.7	197.55	88.05	198	99	110.1	952.0563734	141.2999918	148.3833332	1.04	180.0771499	37.09406433	56.75524435	150.8277845	1.04	212.129292	39.81783996	1.26	65.48406701	1.338359009	0.892398986	1.093124887	1.25339251	Body	2.444451347	1.177991167
11662	2014_03_29	13849	0.29	0.38	Ret	Los_Angeles	Rayleigh	5.1	4.8	33.93	-117.92	1.557	33.85	117.82	31.0849742	10.48393974	6.239791675	1.655289087	1.43451656	0.32407095	2.897557387	1.098884805	143.376511	69.71307965	1624.594842	233.6605069	87.5	95.83333333	87	102.5	8.5	15.66666667	260.1332936	37.41417594	117.0804772	0.73	126.3802505	43.90615074	42.34578243	106.370859	0.72	140.1086416	40.06735254	0.98	50.27404241	0.839318258	1.461346305	0.839735695	1.385354781	Body	-10.7096182	1.108627662
11194	2011_03_11	TKY020	0.15	0.35	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.492	35.67	139.81	31.12281733	11.42191378	8.569354867	3.492736867	5.0703985	1.9850216	3.430656854	1.229348956	551.70742	212.8707191	4937.854476	634.0654347	283.95	340.2	276.6	337.2	56.4	60.75	790.6588862	101.5277937	119.3875589	0.68	158.3873132	44.22223784	52.29015245	120.8398161	0.69	173.8825283	43.16135938	1.36	54.56652084	1.126615939	1.111603547	1.03733252	1.335198048	Body	1.452257125	1.097831163
11297	2008_07_29	14005	0.49	0.11	Ret	Los_Angeles	Rayleigh	5.4	13.6	33.95	-117.8	4.81	33.76	118.13	31.18128499	6.119817595	5.669224087	0.680911906	1.28327067	0.12343849	2.050331773	0.671238622	137.8420786	54.79642762	889.1164879	95.29371413	85.66666667	117.6666667	83.83333333	126.8333333	32.16666667	43.16666667	142.3670656	15.2586153	80.48230429	0.96	103.1473266	23.35900966	19.51005451	84.78495792	0.97	106.5335246	23.39046725	0.64	21.07386431	0.987675362	1.218173222	0.767179705	1.536508051	Body	4.302653633	1.032828752
11444	2011_04_11	TCG001	0.22	2.04	Ret	Kanto	Rayleigh	5.9	11	36.97	140.63	4.671	36.94	140.08	31.29245689	23.02421556	5.201834533	3.629481933	1.48800374	1.01569682	2.83498031	1.625124792	365.8614429	208.7133801	3371.97091	1108.044384	143.7	184.5	144.6	179.7	40.95	35.25	539.9265566	177.4222272	125.4193483	0.67	140.3329907	62.11876176	72.80069664	127.0348801	0.67	158.349015	64.8864742	0.93	80.86835961	0.777848915	1.701710492	0.738753797	1.65876862	Body	1.615531782	1.128380534
11088	Tohoku	TCG010	0.12	0.93	Ret	Kanto	Rayleigh	9	24	38.1	142.86	5.425	36.63	139.44	31.32816844	15.91812622	5.112193533	3.5242842	6.1708656	7.46406212	2.448927066	1.397453247	479.6597825	304.0244939	3235.812879	1053.674018	190.35	267	187.8	276.45	76.8	88.8	518.1246671	168.7163381	90.23268776	0.44	80.10957047	66.03046351	52.91822409	90.43931252	0.44	82.92798612	66.35015717	0.56	56.68605606	0.559452693	2.185474187	0.714293548	1.829725872	Body	0.206624753	1.035182009
11439	2011_04_11	TCG006	0.21	1.14	Ret	Kanto	Rayleigh	5.9	11	36.97	140.63	4.199	36.76	140.13	31.66320489	28.39692667	5.873937533	3.894615267	1.33618441	1.17213685	3.009010554	2.114321606	386.0871483	261.9489457	3907.316065	1929.182068	145.35	178.05	145.2	174.9	32.85	29.85	625.6470665	308.9043941	130.5349168	0.77	135.3262697	113.0221316	102.5466753	133.0223063	0.77	144.9774484	117.2895576	0.92	108.6535269	0.768492816	1.602074358	0.775037363	1.509935442	Body	2.487389407	1.071317851
11101	2011_03_11	TKY015	0.2	0.9	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	4.128	35.73	139.81	31.66916889	14.615796	7.924537	2.356899467	5.80432999	1.98754867	3.804175161	1.47211224	682.0134041	275.0002235	6071.622149	909.212866	246.6	325.35	237.45	324.9	78.9	87.6	972.1999765	145.5849368	144.503435	0.78	149.3950036	39.75895022	48.57145727	153.7071438	0.78	188.2829271	39.35388434	0.55	54.91742616	1.052120501	1.125435769	0.90097593	1.625098422	Body	9.20370889	1.260302704
12098	2011_03_11	SIT010	0.19	0.38	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	4.569	35.91	139.65	32.00877511	9.990522667	7.4919766	1.886333133	4.36849337	1.2634876	3.414709766	0.972295688	591.1189316	179.7567485	4892.054862	396.6253283	285.9	345.3	278.85	355.2	59.55	76.5	783.3253626	63.50842087	130.5759104	0.81	146.2213213	34.39403853	36.70938108	127.1013185	0.81	151.3438807	35.18714944	0.57	38.97976583	0.922086843	1.362810852	1.019283043	1.478687157	Body	-3.474591903	1.035032917
11208	2011_03_11	KNG013	0.19	0.4	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	4.104	35.26	139.15	32.04339511	12.80025556	9.9351764	3.49011	6.5648757	1.86198983	4.620481675	1.73598873	760.2060438	300.6751223	7291.700028	1029.314504	101.85	186.9	88.5	192.9	85.2	104.55	1167.561225	164.8158453	141.2092225	1.04	196.4336077	39.3895245	63.88574295	141.9786518	1.04	209.036862	39.81783996	1.26	65.48406701	1.541470561	0.806673214	1.276112227	1.147546337	Body	0.769429301	1.064160377
11119	2011_03_11	CHB019	0.28	1.65	Pro	Kanto	Rayleigh	6.1	27	37.42	141.32	4.85	35.11	139.84	32.28648178	13.72552222	6.9906188	2.918931	3.32880137	2.20020007	4.123650131	1.635314934	777.8838303	311.2306903	7134.23395	1121.983657	231.9	316.35	223.95	323.85	84.6	100.05	1142.34745	179.6542107	173.4037519	1.11	166.6144124	70.07805098	69.65693768	179.4246236	1.08	183.1520606	70.06657682	0.79	76.90162536	1.166415763	0.984640851	1.170538661	1.133127624	Body	6.020871662	1.099257009
11409	Tohoku	KNG004	0.14	1.21	Pro	Kanto	Rayleigh	9	24	38.1	142.86	5.056	35.14	139.62	32.53021422	16.36067333	13.10391773	7.2052938	20.79264692	7.24471805	3.838510579	1.977680262	910.5545269	477.2202003	7949.817896	2110.298329	217.05	329.25	210.75	324.45	112.35	113.85	1272.940341	337.905083	110.8453886	1.62	178.6868851	55.41759039	89.07763317	112.7232329	1.62	186.0340103	61.09117345	2.8	93.60272325	1.317577758	1.146113213	1.538526723	0.914621607	Body	1.877844299	1.041117316
11410	Tohoku	KNG004	0.14	1.21	Ret	Kanto	Rayleigh	9	24	38.1	142.86	1.915	35.14	139.62	32.53021422	16.36067333	13.10391773	7.2052938	20.79264692	7.24471805	3.838510579	1.977680262	910.5545269	477.2202003	7949.817896	2110.298329	217.05	329.25	210.75	324.45	112.35	113.85	1272.940341	337.905083	110.8453886	1.62	178.6868851	55.41759039	89.07763317	112.7232329	1.62	186.0340103	61.09117345	2.8	93.60272325	1.317577758	1.146113213	1.538526723	0.914621607	Body	1.877844299	1.041117316
11286	2011_03_11	KNG010	0.15	1.71	Ret	Kanto	Rayleigh	6.1	27	37.42	141.32	5.069	35.34	139.35	32.81497511	12.52141911	7.6426364	2.842573267	3.32157014	1.46733492	3.415743675	1.520789172	659.1559139	303.9195037	4895.017751	970.3351166	103.95	206.25	88.2	201	102.45	112.95	783.7997862	155.3719508	129.7174041	1.17	174.3157035	51.13691244	69.39837685	158.4958184	1.39	193.8009288	54.57337761	1.63	79.5266296	1.43443954	0.855690193	1.341051792	0.946345978	Surface	28.77841423	1.111781239
11291	Tohoku	TCG011	0.15	1.78	Ret	Kanto	Rayleigh	9	24	38.1	142.86	5.317	36.39	139.61	32.83117156	13.22637556	5.690872867	5.729914467	8.19350749	10.1724242	2.500211451	1.22536535	477.7532619	268.4690444	3372.757966	810.1452467	196.8	259.65	191.85	274.35	63	82.65	540.0525815	129.7220365	101.7729738	0.34	84.49756487	49.03238599	52.41353055	104.0220001	0.3	88.80673457	48.55476052	0.45	54.176044	0.562487832	2.332538997	0.843251987	1.674698983	Body	2.249026325	1.050997561
11264	2014_05_05	KNG002	0.44	0.03	Pro	Kanto	Rayleigh	6	156	34.95	139.48	1.819	35.44	139.63	32.869384	9.415669778	5.284613667	0.887661467	0.82483372	0.0817806	1.738811788	0.674102035	184.6866121	70.5277162	1172.34911	176.1988556	154.05	190.8	154.35	183.45	36.9	29.25	187.7188252	28.2133043	115.7706158	0.72	87.26301021	39.78622217	16.34173014	115.7196471	0.72	87.425127	39.73237374	0.37	17.2681742	0.727145919	1.525754635	0.437983672	2.507003251	Body	-0.050968767	1.001857795
